n_clusters,result
10.0,0.09610935856992639
11.0,0.0868559411146162
12.0,0.08222923238696109
13.0,0.06919032597266035
14.0,0.06435331230283911
15.0,0.07003154574132492
16.0,0.07003154574132492
17.0,0.0683491062039958
18.0,0.05573080967402734
19.0,0.062460567823343846
20.0,0.054679284963196635
21.0,0.0544689800210305
22.0,0.0380651945320715
23.0,0.032176656151419555
24.0,0.03259726603575184
25.0,0.02797055730809674
26.0,0.028811777076761302
27.0,0.024815983175604628
28.0,0.022082018927444796
29.0,0.024185068349106203
30.0,0.026708727655099896
31.0,0.0277602523659306
32.0,0.030494216614090432
33.0,0.029863301787592007
34.0,0.024185068349106203
35.0,0.02797055730809674
36.0,0.028601472134595164
37.0,0.02544689800210305
38.0,0.024605678233438486
39.0,0.024395373291272344
40.0,0.021871713985278655
41.0,0.022502628811777076
42.0,0.020399579390115666
43.0,0.020399579390115666
44.0,0.019558359621451103
45.0,0.02124079915878023
46.0,0.023764458464773923
47.0,0.022712933753943218
48.0,0.023133543638275498
49.0,0.022082018927444796
50.0,0.0185068349106204
51.0,0.022082018927444796
52.0,0.022082018927444796
53.0,0.02018927444794953
54.0,0.017875920084121977
55.0,0.01829652996845426
56.0,0.01808622502628812
57.0,0.017455310199789693
58.0,0.017455310199789693
59.0,0.01661409043112513
60.0,0.01808622502628812
61.0,0.017665615141955835
62.0,0.017034700315457414
63.0,0.015772870662460567
64.0,0.01598317560462671
65.0,0.015141955835962145
66.0,0.016403785488958992
67.0,0.01661409043112513
68.0,0.015352260778128285
69.0,0.014721345951629864
70.0,0.01598317560462671
71.0,0.015562565720294427
72.0,0.014721345951629864
73.0,0.016403785488958992
74.0,0.014511041009463722
75.0,0.014300736067297582
76.0,0.014931650893796004
77.0,0.016403785488958992
78.0,0.01661409043112513
79.0,0.01808622502628812
80.0,0.015352260778128285
81.0,0.014511041009463722
82.0,0.014721345951629864
83.0,0.01619348054679285
84.0,0.013249211356466877
85.0,0.01177707676130389
86.0,0.011987381703470032
87.0,0.012828601472134596
88.0,0.009884332281808622
89.0,0.012407991587802314
90.0,0.013249211356466877
91.0,0.012618296529968454
92.0,0.013459516298633017
93.0,0.012618296529968454
94.0,0.010094637223974764
95.0,0.00967402733964248
96.0,0.010304942166140904
97.0,0.010725552050473186
98.0,0.010725552050473186
99.0,0.010304942166140904
100.0,0.010094637223974764
101.0,0.010515247108307046
102.0,0.010094637223974764
103.0,0.010515247108307046
104.0,0.010725552050473186
105.0,0.011356466876971609
106.0,0.009884332281808622
107.0,0.009884332281808622
108.0,0.009884332281808622
109.0,0.00967402733964248
110.0,0.010094637223974764
111.0,0.010304942166140904
112.0,0.010515247108307046
113.0,0.010725552050473186
114.0,0.010515247108307046
115.0,0.010094637223974764
116.0,0.010094637223974764
117.0,0.010094637223974764
118.0,0.010094637223974764
119.0,0.00946372239747634
120.0,0.00967402733964248
121.0,0.010304942166140904
122.0,0.010304942166140904
123.0,0.009884332281808622
124.0,0.011146161934805467
125.0,0.011566771819137749
126.0,0.010725552050473186
127.0,0.011566771819137749
128.0,0.011566771819137749
129.0,0.011356466876971609
130.0,0.010935856992639327
131.0,0.010094637223974764
132.0,0.010094637223974764
133.0,0.0092534174553102
134.0,0.008622502628811778
135.0,0.008412197686645636
136.0,0.007991587802313354
137.0,0.0077812828601472135
138.0,0.0077812828601472135
139.0,0.007991587802313354
140.0,0.008832807570977918
141.0,0.008412197686645636
142.0,0.007991587802313354
143.0,0.007991587802313354
144.0,0.007991587802313354
145.0,0.007570977917981073
146.0,0.007360672975814932
147.0,0.007360672975814932
148.0,0.007150368033648791
149.0,0.007150368033648791
150.0,0.007150368033648791
151.0,0.0067297581493165086
152.0,0.0067297581493165086
153.0,0.007991587802313354
154.0,0.0077812828601472135
155.0,0.007991587802313354
156.0,0.007991587802313354
157.0,0.0077812828601472135
158.0,0.0077812828601472135
159.0,0.00694006309148265
160.0,0.00694006309148265
161.0,0.00694006309148265
162.0,0.007150368033648791
163.0,0.007991587802313354
164.0,0.006519453207150368
165.0,0.005888538380651945
166.0,0.0056782334384858045
167.0,0.003995793901156677
168.0,0.004206098843322818
169.0,0.004206098843322818
170.0,0.003995793901156677
171.0,0.004206098843322818
172.0,0.0046267087276551
173.0,0.004416403785488959
174.0,0.004206098843322818
175.0,0.0035751840168243955
176.0,0.0035751840168243955
177.0,0.0035751840168243955
178.0,0.0037854889589905363
179.0,0.003995793901156677
180.0,0.003995793901156677
181.0,0.0037854889589905363
182.0,0.0035751840168243955
183.0,0.0031545741324921135
184.0,0.003995793901156677
185.0,0.0037854889589905363
186.0,0.0037854889589905363
187.0,0.0037854889589905363
188.0,0.0035751840168243955
189.0,0.0035751840168243955
190.0,0.0033648790746582543
191.0,0.0033648790746582543
192.0,0.002733964248159832
193.0,0.0033648790746582543
194.0,0.0029442691903259727
195.0,0.002733964248159832
196.0,0.0029442691903259727
197.0,0.0029442691903259727
198.0,0.0029442691903259727
199.0,0.0031545741324921135
200.0,0.0033648790746582543
