attribute_name,threshold,result
checkins,2.0,0.006098843322818086
checkins,2.042105263157895,0.006309148264984227
checkins,2.0842105263157897,0.005467928496319664
checkins,2.1263157894736846,0.005047318611987382
checkins,2.1684210526315795,0.007360672975814932
checkins,2.2105263157894743,0.0037854889589905363
checkins,2.252631578947369,0.00483701366982124
checkins,2.294736842105264,0.0037854889589905363
checkins,2.336842105263159,0.007991587802313354
checkins,2.378947368421054,0.0077812828601472135
checkins,2.4210526315789487,0.008412197686645636
checkins,2.4631578947368435,0.008832807570977918
checkins,2.5052631578947384,0.008201892744479496
checkins,2.5473684210526333,0.008622502628811778
checkins,2.589473684210528,0.0077812828601472135
checkins,2.631578947368423,0.00904311251314406
checkins,2.673684210526318,0.00946372239747634
checkins,2.7157894736842128,0.011356466876971609
checkins,2.7578947368421076,0.012407991587802314
checkins,2.8000000000000025,0.009884332281808622
checkins,2.8421052631578974,0.010935856992639327
checkins,2.8842105263157922,0.010094637223974764
checkins,2.926315789473687,0.012407991587802314
checkins,2.968421052631582,0.010935856992639327
checkins,3.010526315789477,0.013459516298633017
checkins,3.0526315789473717,0.013459516298633017
checkins,3.0947368421052666,0.008622502628811778
checkins,3.1368421052631614,0.012197686645636172
checkins,3.1789473684210563,0.012828601472134596
checkins,3.221052631578951,0.011146161934805467
checkins,3.263157894736846,0.009884332281808622
checkins,3.305263157894741,0.010304942166140904
checkins,3.3473684210526358,0.01177707676130389
checkins,3.3894736842105306,0.014931650893796004
checkins,3.4315789473684255,0.015562565720294427
checkins,3.4736842105263204,0.015352260778128285
checkins,3.5157894736842152,0.016403785488958992
checkins,3.55789473684211,0.015141955835962145
checkins,3.600000000000005,0.013669821240799159
checkins,3.6421052631579,0.015141955835962145
checkins,3.6842105263157947,0.01619348054679285
checkins,3.7263157894736896,0.017455310199789693
checkins,3.7684210526315844,0.02145110410094637
checkins,3.8105263157894793,0.022082018927444796
checkins,3.852631578947374,0.019768664563617245
checkins,3.894736842105269,0.02082018927444795
checkins,3.936842105263164,0.015562565720294427
checkins,3.978947368421059,0.015141955835962145
checkins,4.021052631578954,0.01808622502628812
checkins,4.0631578947368485,0.021661409043112513
checkins,4.105263157894743,0.020399579390115666
checkins,4.147368421052638,0.017875920084121977
checkins,4.189473684210533,0.02124079915878023
checkins,4.231578947368428,0.021871713985278655
checkins,4.273684210526323,0.02124079915878023
checkins,4.315789473684218,0.019978969505783387
checkins,4.357894736842113,0.02018927444794953
checkins,4.4000000000000075,0.01871713985278654
checkins,4.442105263157902,0.017665615141955835
checkins,4.484210526315797,0.020609884332281808
checkins,4.526315789473692,0.02018927444794953
checkins,4.568421052631587,0.017455310199789693
checkins,4.610526315789482,0.02018927444794953
checkins,4.652631578947377,0.02018927444794953
checkins,4.6947368421052715,0.02355415352260778
checkins,4.736842105263166,0.02355415352260778
checkins,4.778947368421061,0.026498422712933754
checkins,4.821052631578956,0.026288117770767613
checkins,4.863157894736851,0.023764458464773923
checkins,4.905263157894746,0.026498422712933754
checkins,4.947368421052641,0.027129337539432176
checkins,4.989473684210536,0.02797055730809674
checkins,5.0315789473684305,0.026288117770767613
checkins,5.073684210526325,0.029232386961093586
checkins,5.11578947368422,0.031335436382754996
checkins,5.157894736842115,0.029863301787592007
checkins,5.20000000000001,0.028811777076761302
checkins,5.242105263157905,0.029863301787592007
checkins,5.2842105263158,0.03007360672975815
checkins,5.3263157894736946,0.02607781282860147
checkins,5.368421052631589,0.027129337539432176
checkins,5.410526315789484,0.02754994742376446
checkins,5.452631578947379,0.027339642481598318
checkins,5.494736842105274,0.030914826498422712
checkins,5.536842105263169,0.031545741324921134
checkins,5.578947368421064,0.03028391167192429
checkins,5.621052631578959,0.02965299684542587
checkins,5.6631578947368535,0.029863301787592007
checkins,5.705263157894748,0.0323869610935857
checkins,5.747368421052643,0.03449001051524711
checkins,5.789473684210538,0.03259726603575184
checkins,5.831578947368433,0.04143007360672976
checkins,5.873684210526328,0.03617245005257624
checkins,5.915789473684223,0.03680336487907466
checkins,5.957894736842118,0.03722397476340694
checkins,6.000000000000012,0.04079915878023133
checkins,6.042105263157907,0.035751840168243953
checkins,6.084210526315802,0.03533123028391167
checkins,6.126315789473697,0.03722397476340694
checkins,6.168421052631592,0.03680336487907466
checkins,6.210526315789487,0.04037854889589906
checkins,6.252631578947382,0.0473186119873817
checkins,6.2947368421052765,0.0473186119873817
checkins,6.336842105263171,0.04815983175604627
checkins,6.378947368421066,0.04858044164037855
checkins,6.421052631578961,0.04458464773922187
checkins,6.463157894736856,0.045636172450052574
checkins,6.505263157894751,0.04458464773922187
checkins,6.547368421052646,0.045636172450052574
checkins,6.589473684210541,0.04458464773922187
checkins,6.6315789473684355,0.04605678233438486
checkins,6.67368421052633,0.04668769716088328
checkins,6.715789473684225,0.048370136698212406
checkins,6.75789473684212,0.04710830704521556
checkins,6.800000000000015,0.048370136698212406
checkins,6.84210526315791,0.05068349106203996
checkins,6.884210526315805,0.0565720294426919
checkins,6.9263157894736995,0.06309148264984227
checkins,6.968421052631594,0.061829652996845424
checkins,7.010526315789489,0.045425867507886436
checkins,7.052631578947384,0.04879074658254469
checkins,7.094736842105279,0.052786540483701364
checkins,7.136842105263174,0.05488958990536277
checkins,7.178947368421069,0.05341745531019979
checkins,7.221052631578964,0.05005257623554153
checkins,7.2631578947368585,0.0473186119873817
checkins,7.305263157894753,0.0508937960042061
checkins,7.347368421052648,0.056782334384858045
checkins,7.389473684210543,0.054679284963196635
checkins,7.431578947368438,0.05531019978969506
checkins,7.473684210526333,0.06056782334384858
checkins,7.515789473684228,0.05867507886435331
checkins,7.5578947368421225,0.05594111461619348
checkins,7.600000000000017,0.05867507886435331
checkins,7.642105263157912,0.0565720294426919
checkins,7.684210526315807,0.05509989484752892
checkins,7.726315789473702,0.052786540483701364
checkins,7.768421052631597,0.05152471083070452
checkins,7.810526315789492,0.051945320715036804
checkins,7.852631578947387,0.0508937960042061
checkins,7.8947368421052815,0.050473186119873815
checkins,7.936842105263176,0.04815983175604627
checkins,7.978947368421071,0.04942166140904311
checkins,8.021052631578966,0.0473186119873817
checkins,8.063157894736861,0.04879074658254469
checkins,8.105263157894756,0.0544689800210305
checkins,8.14736842105265,0.057623554153522605
checkins,8.189473684210546,0.0601472134595163
checkins,8.23157894736844,0.05846477392218717
checkins,8.273684210526335,0.05636172450052576
checkins,8.31578947368423,0.058885383806519455
checkins,8.357894736842125,0.06056782334384858
checkins,8.40000000000002,0.05783385909568875
