n_clusters,result
10.0,0.10935856992639327
11.0,0.09947423764458464
12.0,0.08895899053627761
13.0,0.08117770767613039
14.0,0.07844374342797056
15.0,0.0729758149316509
16.0,0.06498422712933755
17.0,0.04710830704521556
18.0,0.05867507886435331
19.0,0.058885383806519455
20.0,0.052786540483701364
21.0,0.05236593059936909
22.0,0.054048370136698214
23.0,0.04647739221871714
24.0,0.04016824395373291
25.0,0.038485804416403785
26.0,0.04100946372239748
27.0,0.0370136698212408
28.0,0.03512092534174553
29.0,0.03743427970557308
30.0,0.03301787592008412
31.0,0.03070452155625657
32.0,0.02754994742376446
33.0,0.02818086225026288
34.0,0.02565720294426919
35.0,0.02334384858044164
36.0,0.025236593059936908
37.0,0.02355415352260778
38.0,0.025026288117770766
39.0,0.024185068349106203
40.0,0.024815983175604628
41.0,0.02607781282860147
42.0,0.025236593059936908
43.0,0.02355415352260778
44.0,0.021871713985278655
45.0,0.02145110410094637
46.0,0.021661409043112513
47.0,0.019978969505783387
48.0,0.01871713985278654
49.0,0.016403785488958992
50.0,0.014511041009463722
51.0,0.014300736067297582
52.0,0.015352260778128285
53.0,0.0138801261829653
54.0,0.01598317560462671
55.0,0.014721345951629864
56.0,0.015772870662460567
57.0,0.014931650893796004
58.0,0.014931650893796004
59.0,0.015352260778128285
60.0,0.01598317560462671
61.0,0.015562565720294427
62.0,0.014511041009463722
63.0,0.0138801261829653
64.0,0.014721345951629864
65.0,0.014511041009463722
66.0,0.013669821240799159
67.0,0.014931650893796004
68.0,0.01619348054679285
69.0,0.014721345951629864
70.0,0.013459516298633017
71.0,0.011356466876971609
72.0,0.010725552050473186
73.0,0.00967402733964248
74.0,0.00904311251314406
75.0,0.00946372239747634
76.0,0.00904311251314406
77.0,0.009884332281808622
78.0,0.01177707676130389
79.0,0.010304942166140904
80.0,0.009884332281808622
81.0,0.011566771819137749
82.0,0.014300736067297582
83.0,0.0138801261829653
84.0,0.011987381703470032
85.0,0.012828601472134596
86.0,0.013459516298633017
87.0,0.013249211356466877
88.0,0.011356466876971609
89.0,0.012407991587802314
90.0,0.012828601472134596
91.0,0.011566771819137749
92.0,0.011987381703470032
93.0,0.01177707676130389
94.0,0.00946372239747634
95.0,0.0092534174553102
96.0,0.008832807570977918
97.0,0.00904311251314406
98.0,0.0092534174553102
99.0,0.008412197686645636
100.0,0.008412197686645636
101.0,0.008622502628811778
102.0,0.008412197686645636
103.0,0.008412197686645636
104.0,0.008201892744479496
105.0,0.00904311251314406
106.0,0.008622502628811778
107.0,0.010935856992639327
108.0,0.00946372239747634
109.0,0.0077812828601472135
110.0,0.008201892744479496
111.0,0.007150368033648791
112.0,0.007570977917981073
113.0,0.008412197686645636
114.0,0.007360672975814932
115.0,0.007150368033648791
116.0,0.006519453207150368
117.0,0.006309148264984227
118.0,0.006309148264984227
119.0,0.006098843322818086
120.0,0.005467928496319664
121.0,0.005047318611987382
122.0,0.005047318611987382
123.0,0.005257623554153523
124.0,0.006519453207150368
125.0,0.006098843322818086
126.0,0.005888538380651945
127.0,0.005467928496319664
128.0,0.0056782334384858045
129.0,0.005888538380651945
130.0,0.005888538380651945
131.0,0.0056782334384858045
132.0,0.0056782334384858045
133.0,0.005888538380651945
134.0,0.006309148264984227
135.0,0.006309148264984227
136.0,0.006309148264984227
137.0,0.007360672975814932
138.0,0.007570977917981073
139.0,0.007991587802313354
140.0,0.007150368033648791
141.0,0.006519453207150368
142.0,0.005888538380651945
143.0,0.0056782334384858045
144.0,0.005888538380651945
145.0,0.005888538380651945
146.0,0.00694006309148265
147.0,0.007360672975814932
148.0,0.00694006309148265
149.0,0.006519453207150368
150.0,0.006519453207150368
151.0,0.005888538380651945
152.0,0.005467928496319664
153.0,0.005467928496319664
154.0,0.005257623554153523
155.0,0.004416403785488959
156.0,0.003995793901156677
157.0,0.004206098843322818
158.0,0.003995793901156677
159.0,0.0037854889589905363
160.0,0.0046267087276551
161.0,0.00483701366982124
162.0,0.00483701366982124
163.0,0.0037854889589905363
164.0,0.0037854889589905363
165.0,0.0037854889589905363
166.0,0.004416403785488959
167.0,0.004416403785488959
168.0,0.0046267087276551
169.0,0.004416403785488959
170.0,0.004416403785488959
171.0,0.0046267087276551
172.0,0.005257623554153523
173.0,0.005047318611987382
174.0,0.0046267087276551
175.0,0.005467928496319664
176.0,0.0056782334384858045
177.0,0.0067297581493165086
178.0,0.0056782334384858045
179.0,0.005047318611987382
180.0,0.00483701366982124
181.0,0.00483701366982124
182.0,0.00483701366982124
183.0,0.0046267087276551
184.0,0.005047318611987382
185.0,0.005047318611987382
186.0,0.004206098843322818
187.0,0.004206098843322818
188.0,0.0037854889589905363
189.0,0.003995793901156677
190.0,0.004206098843322818
191.0,0.003995793901156677
192.0,0.003995793901156677
193.0,0.003995793901156677
194.0,0.004416403785488959
195.0,0.0033648790746582543
196.0,0.0033648790746582543
197.0,0.003995793901156677
198.0,0.0046267087276551
199.0,0.005257623554153523
200.0,0.005257623554153523
