attribute_name,threshold,result
checkins,2.0,0.0029442691903259727
checkins,2.042105263157895,0.0031545741324921135
checkins,2.0842105263157897,0.0014721345951629863
checkins,2.1263157894736846,0.0018927444794952682
checkins,2.1684210526315795,0.0014721345951629863
checkins,2.2105263157894743,0.0014721345951629863
checkins,2.252631578947369,0.0018927444794952682
checkins,2.294736842105264,0.0046267087276551
checkins,2.336842105263159,0.00231335436382755
checkins,2.378947368421054,0.002733964248159832
checkins,2.4210526315789487,0.0033648790746582543
checkins,2.4631578947368435,0.0029442691903259727
checkins,2.5052631578947384,0.0018927444794952682
checkins,2.5473684210526333,0.0033648790746582543
checkins,2.589473684210528,0.0016824395373291271
checkins,2.631578947368423,0.002103049421661409
checkins,2.673684210526318,0.0029442691903259727
checkins,2.7157894736842128,0.0029442691903259727
checkins,2.7578947368421076,0.0029442691903259727
checkins,2.8000000000000025,0.0029442691903259727
checkins,2.8421052631578974,0.002103049421661409
checkins,2.8842105263157922,0.0014721345951629863
checkins,2.926315789473687,0.0014721345951629863
checkins,2.968421052631582,0.0016824395373291271
checkins,3.010526315789477,0.00231335436382755
checkins,3.0526315789473717,0.0018927444794952682
checkins,3.0947368421052666,0.002103049421661409
checkins,3.1368421052631614,0.002523659305993691
checkins,3.1789473684210563,0.0018927444794952682
checkins,3.221052631578951,0.0016824395373291271
checkins,3.263157894736846,0.002523659305993691
checkins,3.305263157894741,0.002523659305993691
checkins,3.3473684210526358,0.004206098843322818
checkins,3.3894736842105306,0.005047318611987382
checkins,3.4315789473684255,0.004206098843322818
checkins,3.4736842105263204,0.0037854889589905363
checkins,3.5157894736842152,0.00231335436382755
checkins,3.55789473684211,0.004416403785488959
checkins,3.600000000000005,0.0037854889589905363
checkins,3.6421052631579,0.00231335436382755
checkins,3.6842105263157947,0.002523659305993691
checkins,3.7263157894736896,0.002523659305993691
checkins,3.7684210526315844,0.002103049421661409
checkins,3.8105263157894793,0.0029442691903259727
checkins,3.852631578947374,0.004206098843322818
checkins,3.894736842105269,0.0046267087276551
checkins,3.936842105263164,0.0056782334384858045
checkins,3.978947368421059,0.003995793901156677
checkins,4.021052631578954,0.0033648790746582543
checkins,4.0631578947368485,0.006098843322818086
checkins,4.105263157894743,0.0056782334384858045
checkins,4.147368421052638,0.005257623554153523
checkins,4.189473684210533,0.005257623554153523
checkins,4.231578947368428,0.005257623554153523
checkins,4.273684210526323,0.0037854889589905363
checkins,4.315789473684218,0.005467928496319664
checkins,4.357894736842113,0.005888538380651945
checkins,4.4000000000000075,0.00483701366982124
checkins,4.442105263157902,0.008201892744479496
checkins,4.484210526315797,0.0077812828601472135
checkins,4.526315789473692,0.005888538380651945
checkins,4.568421052631587,0.005888538380651945
checkins,4.610526315789482,0.0067297581493165086
checkins,4.652631578947377,0.0056782334384858045
checkins,4.6947368421052715,0.00694006309148265
checkins,4.736842105263166,0.006098843322818086
checkins,4.778947368421061,0.005888538380651945
checkins,4.821052631578956,0.0067297581493165086
checkins,4.863157894736851,0.0046267087276551
checkins,4.905263157894746,0.0037854889589905363
checkins,4.947368421052641,0.0046267087276551
checkins,4.989473684210536,0.004206098843322818
checkins,5.0315789473684305,0.004416403785488959
checkins,5.073684210526325,0.005257623554153523
checkins,5.11578947368422,0.007570977917981073
checkins,5.157894736842115,0.007150368033648791
checkins,5.20000000000001,0.0067297581493165086
checkins,5.242105263157905,0.0056782334384858045
checkins,5.2842105263158,0.005888538380651945
checkins,5.3263157894736946,0.006098843322818086
checkins,5.368421052631589,0.006098843322818086
checkins,5.410526315789484,0.006309148264984227
checkins,5.452631578947379,0.005467928496319664
checkins,5.494736842105274,0.006098843322818086
checkins,5.536842105263169,0.006309148264984227
checkins,5.578947368421064,0.005047318611987382
checkins,5.621052631578959,0.0046267087276551
checkins,5.6631578947368535,0.0056782334384858045
checkins,5.705263157894748,0.005257623554153523
