business_id,name,latitude,longitude,categories
2120,RESTAURANTE E LANCHONETE RECANTO LTDA ME,-23.758643,-46.714931,"RESTAURANTE,LANCHONETE"
3859,ARIENTI SERVS. DE BAR E RESTAURANTE LTDA ME,-23.7398,-46.702373,"RESTAURANTE,SERVS"
19317,CHOPP E SAMBA BAR E RESTAURANTE LTDA,-23.653735,-46.735193,"CHOPERIA,RESTAURANTE,SAMBA"
51453,ROLEDOÆS RESTAURANTE LTDA-ME,-23.641865,-46.690352,RESTAURANTE
76086,SASHIMI-SAN BUTANTA RESTAURANTE LTDA,-23.584386,-46.767049,"RESTAURANTE,SASHIMI"
76092,RESTAURANTE E CHURRASCARIA KIPICANHA GRILL LTDA ME,-23.584545,-46.766696,"GRILL,RESTAURANTE,CHURRASCARIA"
76978,SKOTT RESTAURANTES LTDA.,-23.586025,-46.757278,RESTAURANTE
77564,RESTAURANTE SANTA PAULA LTDA - ME.,-23.585275,-46.746667,RESTAURANTE
84010,ELIENE DA SILVA ALMEIDA RESTAURANTE ME,-23.535812,-46.732037,RESTAURANTE
84201,MIRIAM BUSATO DA SILVA RESTAURANTE ME,-23.535805,-46.732043,RESTAURANTE
84509,RESTAURANTE FLORENCIA LTDA,-23.535868,-46.731988,RESTAURANTE
84719,ALINES RESTAURANTE E PIZZARIA LTDA ME,-23.53849,-46.72937,"RESTAURANTE,PIZZARIA"
85234,RESTAURANTE SAKURAI LTDA,-23.534248,-46.728527,RESTAURANTE
89233,BIMI RESTAURANTES INDLS COMS LTDA -CSP,-23.519847,-46.740613,RESTAURANTE
89250,RESTAURANTE E PIZZARIA O CASEBRE LTDA ME,-23.519847,-46.740613,"RESTAURANTE,PIZZARIA"
89536,RESTAURANTE E PIZZERIA SEM NOME LTDA.ME,-23.519847,-46.740613,"RESTAURANTE,PIZZARIA"
94898,LANCHONETE E RESTAURANTE L ABITARE LTDA - ME,-23.57709,-46.724158,"RESTAURANTE,LANCHONETE"
98125,BAR E RESTAURANTE PAINEIRAS LTDA,-23.571685,-46.699858,RESTAURANTE
99976,MAX GRILL RESTAURANTE LTDA-ME.,-23.560411,-46.694773,"GRILL,RESTAURANTE"
100425,GOURMET RESTAURANTE LTDA ME,-23.536107,-46.725729,"RESTAURANTE,GOURMET"
124172,BAR E RESTAURANTE OLIVEIRA WEISS LTDA-ME,-23.577457,-46.662821,RESTAURANTE
146430,BAR E RESTAURANTE LONDRINA LTDA ME,-23.507213,-46.712423,RESTAURANTE
256422,CERV.E RESTAURANTE SABOR DO PORTO LTDAME,-23.555233,-46.654095,RESTAURANTE
262358,Q PIZZA PIZZARIA RESTAURANTE E CAFE LTDA,-23.541572,-46.658423,"RESTAURANTE,PIZZARIA,CAFE"
280013,PAVAN E MILANI RESTAURANTE LTDA ME,-23.548632,-46.636484,RESTAURANTE
338344,KAPALUA RESTAURANTES LTDA,-23.517714,-46.61741,RESTAURANTE
338357,NORTE FAST FOOD RESTAURANTE LTDA,-23.517582,-46.617482,"RESTAURANTE,FAST"
367194,RESTAURANTE E BUFFET HIROSHIMA LTDA - ME,-23.541539,-46.579516,"BUFFET,RESTAURANTE"
195573,ROTESSERIE E RESTAURANTE MIRELLA LTDA. ME.,-23.610918,-46.630553,RESTAURANTE
116676,IRMAOS ZOPPETTI RESTAURANTE E PIZZARIA LTDA,-23.564732,-46.685668,"RESTAURANTE,PIZZARIA"
335211,DELICIE S RECEPCOES E RESTAURANTE LTDA,-23.492794,-46.632387,"RECEPCOES,RESTAURANTE"
295572,SERIDO ARTIGOS PARA RESTAURANTES LTDA,-23.541856,-46.632551,RESTAURANTE
297737,SERIDO ARTIGOS PARA RESTAURANTES LTDA,-23.537319,-46.632335,RESTAURANTE
304701,LUA EQUIP.P/HOTEIS E RESTAURANTES LTDA,-23.567088,-46.613325,"HOTEL,RESTAURANTE"
290949,NUMERO UNO RESTAURANTES LTDA,-23.531606,-46.641733,RESTAURANTE
146258,"RESTAURANTE, PIZZARIA & CHOPPERIA DO GUAPPO LTDA",-23.495933,-46.72451,"CHOPERIA,RESTAURANTE,PIZZARIA"
10,PANE BAM PANIF.E CONF.LTDA.,-23.910631,-46.809027,PADARIA
21,PANIF FLOR DA RUA BORGES LTDA,-23.909373,-46.806751,PADARIA
59,CONFEITARIA BRED &CAKE LTDA ME,-23.92076,-46.778416,"CONFEITARIA,PADARIA"
141,PANIFICADORA SANTA MARGARIDA LTDA,-23.880335,-46.758259,PADARIA
427,MINI PADARIA SANTA MARIA DO VALO VELHO LTDA ME,-23.694184,-46.79445,PADARIA
591,PADARIA E CONFEITARIA FLOR DO DOM JOSE LTDA ME,-23.677438,-46.797949,"CONFEITARIA,PADARIA"
614,PAES E DOCES BOZELLI IV LTDA-ME,-23.680045,-46.795856,"CONFEITARIA,PADARIA"
672,PADARIA E CONFEITARIA XIMENES LTDA-ME,-23.672615,-46.79446,"CONFEITARIA,PADARIA"
716,PAES E DOCES JARDIM IRENE LTDA,-23.662058,-46.793354,"CONFEITARIA,PADARIA"
809,EDSON VIEIRA CORDEIRO ME,-23.601931,-46.793686,PADARIA
1063,ADIMAR FRANCISCO LOPES DAMASCENO ME,-23.837446,-46.753087,PADARIA
1100,M.ROSA PAES E DOCES LTDA-ME.,-23.823718,-46.752834,"CONFEITARIA,PADARIA"
1106,GENIVAL ALVES FEITOZA ME,-23.823718,-46.752834,PADARIA
1221,DANIEL ROSCHEL KUCA DOCERIA ME,-23.826348,-46.731094,"PADARIA,CONFEITARIA,DOCERIA"
1243,PANIFICADORA NAGOYA LTDA ME,-23.811308,-46.737193,PADARIA
1262,CONF PAES DOCES SALG E LANCHON ROSCHEL LTDA ME,-23.809032,-46.737017,"CONFEITARIA,PADARIA"
1330,SERGIO MACEDO DE LIMA-MERCADINHO ME,-23.791437,-46.734407,"MERCADINHO,PADARIA"
1690,PAES E DOCES RAINHA DE PARELHEIROS LTDA,-23.828774,-46.724125,"CONFEITARIA,PADARIA"
1818,PANIFICADORA AMOROSA LTDA ME,-23.81789,-46.706612,PADARIA
1887,PAES E DOCES JARDIM NOVO HORIZONTE LTDA,-23.82189,-46.681224,"CONFEITARIA,PADARIA"
2004,MINI PADARIA ROSENO LTDA,-23.770888,-46.718338,PADARIA
2007,PAES E DOCES DE VILLE LTDA,-23.771094,-46.717585,"CONFEITARIA,PADARIA"
2071,A INDOMADA PAES E DOCES LTDA,-23.770379,-46.71329,"CONFEITARIA,PADARIA"
2102,PANIFICAORA JARDIM GUANABARA LTDA,-23.765019,-46.712504,PADARIA
2133,ELISABETH PEREIRA DA SILVA ME,-23.760441,-46.714323,PADARIA
2275,LATICINIOS MIL MILHAS LTDA. (080),-23.756916,-46.714161,"LATICINIO,PADARIA"
2307,PANIFICADORA E CONFEITARIA DORNELAS LTDA -ME,-23.773651,-46.706744,"CONFEITARIA,PADARIA"
2492,PANIF. PAES E DOCES TRIGO DOURADO LTDA.,-23.757438,-46.706392,"CONFEITARIA,PADARIA"
2638,CENTER PAO PAES E DOCES LTDA,-23.757376,-46.69544,"CONFEITARIA,PADARIA"
2682,INTERPAO IND E COMERCIO PROD ALIM LTDA-,-23.755348,-46.712984,"COMERCIO,PADARIA"
2830,PAES E DOCES JARDIM SANTA RITA LTDA,-23.730333,-46.716599,"CONFEITARIA,PADARIA"
2935,PANIFICADORA E CONF.JD.DAS CAMELIAS LTDA,-23.726776,-46.713054,PADARIA
2979,SETE ONDAS FRIOS E LATICINIOS LTDA ME,-23.725561,-46.712553,"LATICINIO,PADARIA"
3144,JARDIM FLORESTA PAES E DOCES LTDA,-23.740934,-46.708134,"CONFEITARIA,PADARIA"
3204,PANIFICADORA BREJINHO LTDA.,-23.744299,-46.702655,PADARIA
3235,PAES E DOCES RESIDENCIAL PALMARES LTDA.,-23.755795,-46.700883,"CONFEITARIA,PADARIA"
3264,PANIFICADORA E CONFEITARIA REIMBERG LTDA,-23.752844,-46.699052,"CONFEITARIA,PADARIA"
3350,PANIFICADORA ORLANDO BARBOSA DOS SANTOS,-23.747532,-46.702225,PADARIA
3530,PAES E DOCES MARCOS LTDA,-23.737221,-46.707311,"CONFEITARIA,PADARIA"
3539,KLEBER R. DA SISLVA - ME,-23.733949,-46.709487,PADARIA
3665,M S SOUTO DE ARAUJO BAR ME,-23.730598,-46.709863,PADARIA
3682,MIX PAO INDUSTRIA E COMERCIO LTDA ME,-23.731923,-46.70829,"COMERCIO,INDUSTRIA,PADARIA"
3707,PANIF.E C. RAINHA DOS LAGOS LTDA,-23.729095,-46.707157,PADARIA
3759,PAES E DOCES JARDIM BONITO LTDA.ME,-23.726214,-46.706928,"CONFEITARIA,PADARIA"
3831,NOVA FLOR DA SUICA PANIFIC.LTDA-ME,-23.72674,-46.702665,PADARIA
3962,PANIF.NOSSA SENHORA DAS NEVES LTDA,-23.734342,-46.701352,PADARIA
4022,PANIFICADORA NOSSA SRA DO FREIXO LTDA,-23.733848,-46.698921,PADARIA
4098,NOSSA PANIFICADORA BOA SORTE LTDA EPP,-23.734394,-46.695517,PADARIA
4112,PANIFICADORA J. REZENDE LTDA-ME,-23.734742,-46.695186,PADARIA
4275,PAES E DOCES RAINHA PQ. ALTO LTDA EPP,-23.725691,-46.699003,"CONFEITARIA,PADARIA"
4295,PANIFICADORA MARIA HELENA LTDA.,-23.729975,-46.698053,PADARIA
4365,R.R. HESSEL CONFEITARIA ME.,-23.784457,-46.689212,"CONFEITARIA,PADARIA"
4460,PAES E DOCES FLOR DO VARGINHA LTDA,-23.782449,-46.682451,"CONFEITARIA,PADARIA"
4560,JURACI DE FRANCA DIAS,-23.771978,-46.680399,PADARIA
4645,PAES E DOCES DOM BOSCO LTDA,-23.759582,-46.677335,"CONFEITARIA,PADARIA"
4940,LATICINIOS E MERCEARIA 13 DE MAIO LTDA.,-23.743086,-46.691108,"LATICINIO,MERCEARIA,PADARIA"
5060,PANIF ESTRELA DO PARQUE PLANALTO LTDA,-23.740792,-46.687713,PADARIA
5237,RODOLFO FABIANO LISBOA MALAVASI - ME,-23.7431,-46.683116,PADARIA
5319,PANIFICADORA NOSSA SENHORA DA SERRA LTDA,-23.736542,-46.693411,PADARIA
5320,COMERCIAL PRECO LEVE LTDA.,-23.737355,-46.693089,"COMERCIO,PADARIA"
5425,PAES E DOCES IANNINI LTDA.,-23.738041,-46.689039,"CONFEITARIA,PADARIA"
5525,COMERCIAL SOL A SOL LTDA,-23.734098,-46.688518,"COMERCIO,PADARIA"
5583,PAES E DOCES MADEIRA LTDA,-23.73019,-46.691547,"CONFEITARIA,PADARIA"
5641,JOAO MORGADO DE ALMEIDA CORDEIRO ME,-23.729737,-46.689456,PADARIA
5925,AVJ PAES E DOCES LTDA ME,-23.746645,-46.67602,"CONFEITARIA,PADARIA"
6008,PANIFICADORA JARDIM ELIANA LTDA.,-23.7559,-46.668344,PADARIA
6039,PANIFICADORA PARQUE AMERICA LTDA,-23.751455,-46.668264,PADARIA
6089,PAES E DOCES VENCEDOR LTDA,-23.751455,-46.668264,"CONFEITARIA,PADARIA"
6178,PADARIA E CONFEITARIA PRINCEZINHA DO MAR LTDA-ME,-23.741854,-46.662901,"CONFEITARIA,PADARIA"
6224,RAINHA DO PROGRESSO PAES E DOCES LTDA,-23.733613,-46.676559,"CONFEITARIA,PADARIA"
6300,PADARIA E CONFEITARIA SANDRA LTDA,-23.737187,-46.66964,"CONFEITARIA,PADARIA"
6336,CRIATIVA PAES E DOCES LTDA,-23.733743,-46.668494,"CONFEITARIA,PADARIA"
6379,AMERICANOPOLIS COM.FRIOS E LATICINIOS LTDA,-23.738909,-46.664028,"LATICINIO,PADARIA"
6601,PANIFICADORA M BOI MIRIM LTDA,-23.715537,-46.782703,PADARIA
6615,PANIFICADORA E CONFEITARIA BARONEZA LTDA,-23.715311,-46.782587,"CONFEITARIA,PADARIA"
6625,FRIOS E LATICINIOS BARONESA LTDA,-23.715303,-46.782583,"LATICINIO,PADARIA"
6675,FACA FACIL MASSAS E FRIOS LTDA ME,-23.715203,-46.782531,PADARIA
6731,CRIS ZELLE PAES E DOCES LTDA,-23.714506,-46.782141,"CONFEITARIA,PADARIA"
6836,CEREJEIRAS PAES E DOCES LTDA,-23.709846,-46.782826,"CONFEITARIA,PADARIA"
7049,PANIFICADORA FABDU LTDA,-23.69727,-46.783925,PADARIA
7056,PAES E DOCES NOVA SANTO AMARO,-23.697349,-46.78287,"CONFEITARIA,PADARIA"
7143,INDUSTRIA DE PANIF. FRANCESINHA LTDA.,-23.695509,-46.779293,"INDUSTRIA,PADARIA"
7172,"LOJA DE CONVENIENCIA, PAES E DOCES AMELI",-23.69481,-46.779507,"CONVENIENCIA,CONFEITARIA,PADARIA"
7209,PANIFICADORA A MENININHA LTDA,-23.695057,-46.779335,PADARIA
7231,PANIFICADORA E CONF. JARDIM ANGELA LTDA.,-23.693827,-46.779371,PADARIA
7245,M BOI MIRIM PAES E DOCES LTDA.,-23.693145,-46.779156,"CONFEITARIA,PADARIA"
7323,PAES E DOCES FLOR DO ARACATI LTDA,-23.714342,-46.771448,"CONFEITARIA,PADARIA"
7371,PANIFICADORA CIDADE IPAVA LTDA,-23.721096,-46.763526,PADARIA
7394,PAES E DOCES FLOR DO NAKAMURA LTDA.,-23.699516,-46.77312,"CONFEITARIA,PADARIA"
7486,PADARIA E CONFEITARIA TOP LOVE LTDA,-23.696286,-46.760786,"CONFEITARIA,PADARIA"
7496,PAES E DOCES POLIANA LTDA,-23.696068,-46.7607,"CONFEITARIA,PADARIA"
7501,PAES E DOCES FLORIDA PAULISTA LTDA-EPP,-23.691282,-46.761164,"CONFEITARIA,PADARIA"
7571,PANIF.E CONF.RAINHA DA INDEPENDENCIA LTD,-23.683381,-46.790547,PADARIA
7669,PAES E DOCES BOZELLI LTDA-ME,-23.680291,-46.785038,"CONFEITARIA,PADARIA"
7698,PAES E DOCES JB LTDA,-23.683162,-46.78138,"CONFEITARIA,PADARIA"
7727,JARDIM S.B.NOVO PAES E DOCES LTDA.,-23.68431,-46.778985,"CONFEITARIA,PADARIA"
7740,MERCADINHO ENTRE RIOS LTDA-ME,-23.681946,-46.784264,"MERCADINHO,PADARIA"
7799,PAES E DOCES COSME LTDA,-23.677406,-46.780572,"CONFEITARIA,PADARIA"
7843,MARQUES MELLO SORV. E DOCARIA LTDA-ME,-23.677316,-46.780243,PADARIA
7928,CONDOR COMERCIO DE LATICINIOS LTDA-ME,-23.678713,-46.776807,"LATICINIO,COMERCIO,PADARIA"
7957,PAES E DOCES BOZELLI II LTDA-ME,-23.67463,-46.792302,"CONFEITARIA,PADARIA"
8404,PAES E DOCES POUSADINHAS LTDA. - EPP,-23.669996,-46.777192,"CONFEITARIA,PADARIA"
8449,NELSON JOSE ALVES FEIRANTE-ME,-23.663079,-46.777934,"FEIRA,PADARIA"
8451,PAES E DOCES SURUBIM LTDA ME,-23.661239,-46.779921,"CONFEITARIA,PADARIA"
8455,PAES E DOCES NOVA FANTASTICA LTDA,-23.661319,-46.779427,"CONFEITARIA,PADARIA"
8539,NORMA MARIA SILVA DE SOUZA QUEIROS - ME,-23.684285,-46.776293,PADARIA
8540,JOAO M PEREIRA PRODS ALIM ME,-23.684358,-46.775427,PADARIA
8674,PAES E DOCES 3 IRMAOS LTDA ME,-23.686082,-46.769488,"CONFEITARIA,PADARIA"
8710,PANIFICADORA JARDIM TANGARA LTDA,-23.683351,-46.769357,PADARIA
8740,PADARIA E CONFEITARIA NORMA LTDA,-23.683225,-46.769293,"CONFEITARIA,PADARIA"
8899,STA RITA D DE CASSIA D PROD ALIM LTDA,-23.676579,-46.772724,PADARIA
8995,PANIFICADORA VILA SANTA LUCIA LTDA,-23.688219,-46.765933,PADARIA
9292,CLAUDIO DA SILVA ANDRADE ME,-23.678479,-46.761014,PADARIA
9414,PANIF. E CONF. FUNCHALENSE LTDA,-23.669066,-46.772848,PADARIA
9462,NUTRI MILK COMERCIO LTDA,-23.672099,-46.77047,"COMERCIO,PADARIA"
9529,BAR E MERCEARIA GISMAR LTDA ME,-23.667073,-46.769739,"MERCEARIA,PADARIA"
9541,CAFEMANIA COMERCIO E SERVICOS LTDA ME,-23.664848,-46.774929,"COMERCIO,PADARIA,CAFE"
9584,RIK JAK COMERCIO DE PAES E DOCES LTDA ME,-23.658748,-46.774428,"COMERCIO,CONFEITARIA,PADARIA"
9608,JOSE DOMINGOS NUNES MERCEARIA ME,-23.666437,-46.772003,"MERCEARIA,PADARIA"
9812,COMERCIO DE FRIOS EDUMAR LTDA.ME,-23.669965,-46.767136,"COMERCIO,PADARIA"
9817,PANIFICADORA E CONF. VAZ DE LIMA LTDA.,-23.669561,-46.767112,PADARIA
9898,PANIF. E CONF. RAINHA DO JD. LIDIA LTDA,-23.668133,-46.763519,PADARIA
10022,PADARIA E CONFEITARIA ELIAS MAAS LTDA,-23.660594,-46.767911,"CONFEITARIA,PADARIA"
10453,MARCOS ANTONIO DE SOUZA COELHO ALIMENTOS,-23.683937,-46.757747,"ALIMENTOS,PADARIA"
10650,DALICE GOMES DOS SANTOS ME,-23.682494,-46.752496,PADARIA
10865,PANIFICADORA FIGUEIRA GRANDE LTDA,-23.680915,-46.748401,PADARIA
10941,ERIVALDO FONSECA DA SILVA PANIFICADORA ME,-23.67744,-46.747093,PADARIA
10942,PAES E DOCES IMPERATRIZ DA FIGUEIRA LTDA - ME,-23.67744,-46.747093,"CONFEITARIA,PADARIA"
11023,PANIFICADORA CRUZ ALTA LTDA,-23.673731,-46.758772,PADARIA
11082,PAES E DOCES VAZ DE LIMA LTDA - EPP,-23.670904,-46.757499,"CONFEITARIA,PADARIA"
11274,CLAUDIO DE AGUIAR VIEIRA ME,-23.667525,-46.752124,PADARIA
11325,PAES E DOCES LUCIANA LTDA,-23.660681,-46.757411,"CONFEITARIA,PADARIA"
11472,PAES E DOCES RESILVIA LTDA,-23.659425,-46.75513,"CONFEITARIA,PADARIA"
11501,GESSI MORAES MIRANDA ME,-23.662523,-46.752981,PADARIA
11790,PANIF YARA ALEXANDRINA LTDA ME,-23.661843,-46.750086,PADARIA
11867,TRIGOVILLE PAES E DOCES LTDA.,-23.690011,-46.743142,"CONFEITARIA,PADARIA"
11872,SAO PAULO CENTRO-COM. DE PROD. LTDA-ME,-23.69103,-46.742424,PADARIA
11992,AMILTON CORREA DOS SANTOS-ME,-23.679615,-46.740826,PADARIA
11994,PANIFICADORA CALUMBI LTDA ME,-23.677423,-46.743484,PADARIA
12182,FANTASTICA PAES E DOCES LTDA,-23.676197,-46.733959,"CONFEITARIA,PADARIA"
12203,MARDEGAM & MOTA LTDA ME,-23.675453,-46.733954,PADARIA
12224,GUARUJA COM. FRIOS E LATICINIOS LTDA,-23.674207,-46.742543,"LATICINIO,PADARIA"
12225,LISBOA E LISBOA PANIF. E CONFEIT. LTDA,-23.674109,-46.742602,PADARIA
12273,VIDA NOVA PAES E DOCES LTDA,-23.672084,-46.742891,"CONFEITARIA,PADARIA"
12631,PAES E DOCES ROSA PAULISTA LTDA,-23.660865,-46.735943,"CONFEITARIA,PADARIA"
12651,LOJA DE CONV. CRUZEIRO NOVO II LTDA,-23.658901,-46.735637,PADARIA
12721,PAES E DOCES REBECA LTDA,-23.668415,-46.733348,"CONFEITARIA,PADARIA"
12880,PAES E DOCES SANTA JOSEFINA LTDA ME,-23.662252,-46.733534,"CONFEITARIA,PADARIA"
12891,ERONIDES GOMES DA SILVA ME,-23.660872,-46.733342,PADARIA
12912,MINI PADARIA DO MILAGRE LTDA ME,-23.661507,-46.732401,PADARIA
13021,PANIFICADORA MANOLO LTDA - ME,-23.657691,-46.789492,PADARIA
13030,PANIF E CONF CURITIBANA LTDA,-23.65785,-46.788985,PADARIA
13068,MERCADINHO EDILUCAS LTDA ME.,-23.65346,-46.788856,"MERCADINHO,PADARIA"
13207,PAES E DOCES MUTIROES LTDA ME,-23.647379,-46.790735,"CONFEITARIA,PADARIA"
13285,PANIFICADORA ALTO RELEVO LTDA,-23.642323,-46.78598,PADARIA
13467,JOSEMILDO SIQUEIRA DE PAIVA- ME,-23.642132,-46.781931,PADARIA
13500,PANIFICADORA FLOR DO JARDIM ROSANA LTDA,-23.64795,-46.778613,PADARIA
13577,PANIFICADORA RAINHA DO ROSANA LTDA,-23.645948,-46.778847,PADARIA
13586,PAES E DOCES DA HORA LTDA,-23.644193,-46.779145,"CONFEITARIA,PADARIA"
13660,TRIGO & CONVENIENCIAS IND COM P DOCES LT,-23.641197,-46.784537,"CONVENIENCIA,CONFEITARIA,PADARIA"
13783,M. M. IWANAGA LEITE E DERIVADOS-ME,-23.636211,-46.777251,"LATICINIO,PADARIA"
13923,JOSE GUEDES FILHO - PADARIA EPP,-23.6555,-46.769148,PADARIA
13967,PEROLA DO VALE PAES E DOCES LTDA,-23.649482,-46.775642,"CONFEITARIA,PADARIA"
13981,MAMEDE PAES LTDA ME,-23.648828,-46.774056,PADARIA
14105,PAES E DOCES CANTINHO DO CEU LTDA,-23.658286,-46.765106,"CONFEITARIA,PADARIA"
14168,TBC COMERCIO E REPRESENTACOES LTDA,-23.655889,-46.764572,"COMERCIO,PADARIA"
14185,JOSE IDERALDO NEPOMUCENO ME,-23.656589,-46.763342,PADARIA
14275,PAES E DOCES CASTELO DE OURO LTDA.,-23.657893,-46.760107,"CONFEITARIA,PADARIA"
14346,LOJA DE CONVENIENCIAS FLOR DO ESMERALDA LTDA,-23.642582,-46.76516,"CONVENIENCIA,PADARIA"
14351,PANIFICADORA GALEGA LTDA,-23.643607,-46.764084,PADARIA
14506,CASA DO NORTE THAIS LTDA ME,-23.638628,-46.775789,PADARIA
14508,NILCIMAR APARECIDA MURRO TAVARES ME,-23.638404,-46.775361,PADARIA
14519,PANIFICADORA FLOR DO JARDIM HELGA LTDA,-23.6403,-46.773053,PADARIA
14780,RAINHA DO MAR FRIOS E LATC LTDA ME,-23.633837,-46.775334,PADARIA
14919,PAULO CESAR LOPES VIEIRA LATICINIOS,-23.629793,-46.769527,"LATICINIO,PADARIA"
14964,MARTA BRUNE CARDOSO LATICINIOS-ME,-23.628788,-46.769964,"LATICINIO,PADARIA"
15059,PANIFICADORA SOUZA LTDA.,-23.628788,-46.769964,PADARIA
15112,FABIOLA PAES E DOCES LTDA.,-23.628788,-46.769964,"CONFEITARIA,PADARIA"
15225,COMERCIAL LADY LTDA,-23.628788,-46.769964,"COMERCIO,PADARIA"
15319,YPEAMAN IND. E COM. DE PAES DOCES LTDA,-23.641451,-46.765957,"CONFEITARIA,PADARIA"
15594,LONDON COMERCIO DE FRIOS E LATICINIOS LTDA ME,-23.628192,-46.766248,"LATICINIO,COMERCIO,PADARIA"
15598,COPA COMERCIO DE FRIOS LTDA,-23.626141,-46.766578,"COMERCIO,PADARIA"
15855,PADARIA SANTA BARBARA,-23.602496,-46.789216,PADARIA
16186,ELTON REGIS NUNES DA SILVA - ME,-23.60266,-46.779616,PADARIA
16196,CASA DE MASSAS AGUIAZUL LTDA ME,-23.602542,-46.779209,PADARIA
16266,OSVALDO DA SILVA MONTEIRO - ME,-23.596585,-46.781108,PADARIA
16282,SERGIO LUIZ PIRES PIRES- LEITE-ME,-23.596467,-46.781184,PADARIA
16331,APARECIDA OLIVIA NARCIZO - ME,-23.624659,-46.765121,PADARIA
16429,PAZZARELA LATICINIOS LTDA ME,-23.619435,-46.762414,"LATICINIO,PADARIA"
16443,MARIA NILZA DOS SANTOS OLIVEIRA ME,-23.619747,-46.761566,PADARIA
16554,DI PAO FERIGATTO LTDA - ME,-23.597271,-46.766391,PADARIA
16768,EURIDES RODRIGUES DE ABREU,-23.653289,-46.756138,PADARIA
16851,CONFEITARIA CAROLINE LTDA,-23.657429,-46.754185,"CONFEITARIA,PADARIA"
17076,PADARIA E CONFEITARIA ANDRADAS LTDA,-23.647568,-46.752113,"CONFEITARIA,PADARIA"
17192,BELA CYNTHIA PAES E DOCES LTDA,-23.651913,-46.749055,"CONFEITARIA,PADARIA"
17564,CENTER PAES MORUMBI SUL LTDA,-23.640635,-46.75993,PADARIA
17597,LIBORIA COM GENEROS ALIMENTICIOS LTDA,-23.641916,-46.758294,"ALIMENTOS,PADARIA"
17705,PANIF E CONF RAINHA DO CATANDUVA LTDA,-23.637484,-46.756362,PADARIA
17805,PANIFICADORA CESTA D OVOS LTDA,-23.635634,-46.75404,PADARIA
18042,PAES E DOCES RAINHA DO REGINA LTDA,-23.640713,-46.749674,"CONFEITARIA,PADARIA"
18169,PANIFICADORA E CONFEITARIA UBERLANDIA LTDA-ME,-23.639922,-46.747493,"CONFEITARIA,PADARIA"
18200,JOAO BOSCO MACIEL - ME,-23.640016,-46.746611,PADARIA
18275,CELIA REGINA SACRAMENTO MONTEIRO - ME,-23.636639,-46.744551,PADARIA
18278,KEMIL CORDEIRO CANGUSSU - ME,-23.635728,-46.744834,PADARIA
18303,WALDEMIR FERNANDES FRIOS - ME.,-23.630849,-46.75112,PADARIA
18374,PANIF. E CONF.ESTRELA CADENTE LTDA-EPP.,-23.633285,-46.74764,PADARIA
18387,PAO WESTPHALIA LIMITADA,-23.632502,-46.747507,PADARIA
18485,CASA DE FRIOS AVICOLA CLERISON LTDA ME,-23.656773,-46.741397,PADARIA
18582,RAFFAELE RICCI,-23.653126,-46.741124,PADARIA
18668,BAIAO DE TRES COM. DE FRIOS E LAT. EM G. LTDA-ME,-23.651855,-46.741038,PADARIA
18698,PANIFICADORA E CONFEITARIA REPOLHO LTDA,-23.650608,-46.741246,"CONFEITARIA,PADARIA"
18713,MADI MARTINS E VENTURA PAES E DOCES LTDA,-23.658459,-46.738319,"CONFEITARIA,PADARIA"
18735,SOLANGE CAMILA DE MEDEIROS ME,-23.658343,-46.736971,PADARIA
18840,PAES E DOCES BERNADETE LTDA,-23.652961,-46.736548,"CONFEITARIA,PADARIA"
18938,OSPAO PAES E DOCES LTDA -ME,-23.648387,-46.740278,"CONFEITARIA,PADARIA"
18997,PANIFICADORA VILA DAS BELEZAS LTDA.,-23.643799,-46.743162,PADARIA
19081,REAL COMERCIO DE FRANGOS E LATICINIOS LTDA,-23.650259,-46.737882,"LATICINIO,COMERCIO,PADARIA"
19214,PANIFICADORA CAMPO DE FORA LTDA,-23.642563,-46.736055,PADARIA
19681,LOJA DE CONVENIENCIA IGUATEMI LTDA - ME,-23.645505,-46.732909,"CONVENIENCIA,PADARIA"
19750,PANIFICADORA CRUZEIRO NOVO LTDA,-23.645957,-46.729853,PADARIA
20271,PANIFICADORA PORTUGALIA LTDA,-23.637589,-46.736703,PADARIA
20412,SANTA MATILDE PANIF. E COM. DE ALIM. LTDA,-23.627359,-46.735641,PADARIA
20425,GASPAO PAES E DOCES LTDA,-23.640272,-46.731511,"CONFEITARIA,PADARIA"
20761,JUSCELINO JOSE PADILHA,-23.621029,-46.758719,PADARIA
20862,PADARIA E CONFEITARIA MARILIA LTDA.,-23.622267,-46.754019,"CONFEITARIA,PADARIA"
20871,FINESS ROTISSERIE LTDA ME,-23.622109,-46.753957,"ROTISSERIE,PADARIA"
20947,DUKA S ROTISSERIE LTDA ME,-23.621028,-46.753926,"ROTISSERIE,PADARIA"
21586,ALVORADA PAES E DOCES SANTA EDWIGES LTDA,-23.59585,-46.758349,"CONFEITARIA,PADARIA"
21666,FRATERNILDE ANDRADE DA SILVA - BAR E MERCEARIA ME,-23.59834,-46.753679,"MERCEARIA,PADARIA"
21767,MALUCRIM COMERCIO SECOS E MOLHADOS LTDA ME,-23.607205,-46.751732,"SECOS,COMERCIO,PADARIA,MOLHADOS"
21850,PANIFICADORA E CONFEITARIA M J LTDA,-23.603949,-46.748816,"CONFEITARIA,PADARIA"
21854,JOSE DE LEMOS NUNES PEDRO ME,-23.602443,-46.749596,PADARIA
21855,RICARDO PEREIRA PEDRO ME,-23.602443,-46.749596,PADARIA
